rate_date,index_name,index_value
2025-04-02,BCI,4567.5
2025-04-02,BPI,2071.1
2025-04-02,BSI,1428.4
2025-04-03,BDI,2603.6
2025-04-03,BCI,4596.3
2025-04-03,BPI,2080.1
2025-04-03,BSI,1429.3
2025-04-04,BDI,2584.6
2025-04-04,BCI,4659.0
2025-04-04,BPI,2038.8
2025-04-04,BSI,1443.4
2025-04-07,BDI,2663.3
2025-04-07,BCI,4442.3
2025-04-07,BPI,2085.3
2025-04-07,BSI,1488.4
2025-04-08,BDI,2625.3
2025-04-08,BCI,4484.8
2025-04-08,BPI,2048.6
2025-04-08,BSI,1513.3
2025-04-09,BDI,2632.3
2025-04-09,BCI,4473.7
2025-04-09,BPI,2049.0
2025-04-09,BSI,1520.7
2025-04-10,BDI,2629.7
2025-04-10,BCI,4328.4
2025-04-10,BPI,2052.9
2025-04-10,BSI,1508.8
2025-04-11,BDI,2588.4
2025-04-11,BCI,4305.0
2025-04-11,BPI,2128.5
2025-04-11,BSI,1528.0
2025-04-14,BDI,2591.1
2025-04-14,BCI,4262.4
2025-04-14,BPI,2126.2
2025-04-14,BSI,1498.6
2025-04-15,BDI,2538.4
2025-04-15,BCI,4180.3
2025-04-15,BPI,2176.3
2025-04-15,BSI,1499.7
2025-04-16,BDI,2542.9
2025-04-16,BCI,4142.1
2025-04-16,BPI,2188.8
2025-04-16,BSI,1496.6
2025-04-17,BDI,2603.6
2025-04-17,BCI,4190.9
2025-04-17,BPI,2175.8
2025-04-17,BSI,1499.1
2025-04-18,BDI,2695.2
2025-04-18,BCI,4346.6
2025-04-18,BPI,2163.4
2025-04-18,BSI,1516.3
2025-04-21,BDI,2688.9
2025-04-21,BCI,4211.3
2025-04-21,BPI,2190.0
2025-04-21,BSI,1500.6
2025-04-22,BDI,2679.5
2025-04-22,BCI,4413.6
2025-04-22,BPI,2227.9
2025-04-22,BSI,1473.2
2025-04-23,BDI,2717.7
2025-04-23,BCI,4461.6
2025-04-23,BPI,2264.3
2025-04-23,BSI,1465.4
2025-04-24,BDI,2787.6
2025-04-24,BCI,4463.2
2025-04-24,BPI,2288.3
2025-04-24,BSI,1463.5
2025-04-25,BDI,2855.6
2025-04-25,BCI,4535.6
2025-04-25,BPI,2329.6
2025-04-25,BSI,1460.3
2025-04-28,BDI,2949.8
2025-04-28,BCI,4876.9
2025-04-28,BPI,2391.9
2025-04-28,BSI,1543.1
2025-04-29,BDI,2978.9
2025-04-29,BCI,4814.8
2025-04-29,BPI,2372.3
2025-04-29,BSI,1547.7
2025-04-30,BDI,2876.7
2025-04-30,BCI,4727.2
2025-04-30,BPI,2340.6
2025-04-30,BSI,1552.6
2025-05-01,BDI,2883.9
2025-05-01,BCI,4854.4
2025-05-01,BPI,2338.0
2025-05-01,BSI,1553.0
2025-05-02,BDI,2881.0
2025-05-02,BCI,4872.3
2025-05-02,BPI,2371.3
2025-05-02,BSI,1541.2
2025-05-05,BDI,2975.4
2025-05-05,BCI,4887.0
2025-05-05,BPI,2525.6
2025-05-05,BSI,1578.5
2025-05-06,BDI,2995.1
2025-05-06,BCI,5084.6
2025-05-06,BPI,2552.2
2025-05-06,BSI,1579.7
2025-05-07,BDI,3059.7
2025-05-07,BCI,5071.0
2025-05-07,BPI,2591.5
2025-05-07,BSI,1578.9
2025-05-08,BDI,3100.2
2025-05-08,BCI,5063.8
2025-05-08,BPI,2620.3
2025-05-08,BSI,1576.7
2025-05-09,BDI,3151.9
2025-05-09,BCI,5049.0
2025-05-09,BPI,2589.5
2025-05-09,BSI,1583.6
2025-05-12,BDI,3306.6
2025-05-12,BCI,5033.5
2025-05-12,BPI,2603.2
2025-05-12,BSI,1603.6
2025-05-13,BDI,3296.0
2025-05-13,BCI,5118.3
2025-05-13,BPI,2557.5
2025-05-13,BSI,1598.3
2025-05-14,BDI,3301.7
2025-05-14,BCI,5276.2
2025-05-14,BPI,2639.4
2025-05-14,BSI,1590.0
2025-05-15,BDI,3400.2
2025-05-15,BCI,5366.7
2025-05-15,BPI,2611.6
2025-05-15,BSI,1560.9
2025-05-16,BDI,3400.9
2025-05-16,BCI,5245.6
2025-05-16,BPI,2576.8
2025-05-16,BSI,1593.9
2025-05-19,BDI,3403.7
2025-05-19,BCI,5388.9
2025-05-19,BPI,2524.5
2025-05-19,BSI,1544.0
2025-05-20,BDI,3267.8
2025-05-20,BCI,5411.1
2025-05-20,BPI,2530.8
2025-05-20,BSI,1554.7
2025-05-21,BDI,3346.4
2025-05-21,BCI,5395.0
2025-05-21,BPI,2597.2
2025-05-21,BSI,1572.7
2025-05-22,BDI,3293.1
2025-05-22,BCI,5570.4
2025-05-22,BPI,2583.3
2025-05-22,BSI,1595.5
2025-05-23,BDI,3256.6
2025-05-23,BCI,5525.7
2025-05-23,BPI,2622.0
2025-05-23,BSI,1593.0
2025-05-26,BDI,3217.3
2025-05-26,BCI,5430.3
2025-05-26,BPI,2586.0
2025-05-26,BSI,1622.2
2025-05-27,BDI,3194.4
2025-05-27,BCI,5387.1
2025-05-27,BPI,2601.9
2025-05-27,BSI,1648.2
2025-05-28,BDI,3114.1
2025-05-28,BCI,5671.5
2025-05-28,BPI,2607.7
2025-05-28,BSI,1645.9
2025-05-29,BDI,3146.1
2025-05-29,BCI,5671.6
2025-05-29,BPI,2568.9
2025-05-29,BSI,1631.9
2025-05-30,BDI,3114.9
2025-05-30,BCI,5714.9
2025-05-30,BPI,2597.7
2025-05-30,BSI,1666.7
2025-06-02,BDI,3132.4
2025-06-02,BCI,5381.8
2025-06-02,BPI,2665.3
2025-06-02,BSI,1616.8
2025-06-03,BDI,3237.7
2025-06-03,BCI,5309.4
2025-06-03,BPI,2624.2
2025-06-03,BSI,1614.1
2025-06-04,BDI,3182.7
2025-06-04,BCI,5229.7
2025-06-04,BPI,2642.2
2025-06-04,BSI,1616.4
2025-06-05,BDI,3223.8
2025-06-05,BCI,5248.2
2025-06-05,BPI,2611.3
2025-06-05,BSI,1643.0
2025-06-06,BDI,3194.4
2025-06-06,BCI,5224.8
2025-06-06,BPI,2626.4
2025-06-06,BSI,1633.2
2025-06-09,BDI,3050.9
2025-06-09,BCI,5037.0
2025-06-09,BPI,2582.9
2025-06-09,BSI,1722.3
2025-06-10,BDI,3036.5
2025-06-10,BCI,5127.3
2025-06-10,BPI,2563.1
2025-06-10,BSI,1696.9
2025-06-11,BDI,3078.5
2025-06-11,BCI,5177.5
2025-06-11,BPI,2491.6
2025-06-11,BSI,1743.6
2025-06-12,BDI,3093.9
2025-06-12,BCI,5340.5
2025-06-12,BPI,2533.7
2025-06-12,BSI,1775.5
2025-06-13,BDI,3123.8
2025-06-13,BCI,5293.3
2025-06-13,BPI,2553.4
2025-06-13,BSI,1757.4
2025-06-16,BDI,3169.5
2025-06-16,BCI,5334.2
2025-06-16,BPI,2534.3
2025-06-16,BSI,1817.4
2025-06-17,BDI,3157.2
2025-06-17,BCI,5145.7
2025-06-17,BPI,2566.5
2025-06-17,BSI,1813.0
2025-06-18,BDI,3190.5
2025-06-18,BCI,5362.7
2025-06-18,BPI,2583.3
2025-06-18,BSI,1801.7
2025-06-19,BDI,3184.1
2025-06-19,BCI,5490.3
2025-06-19,BPI,2565.3
2025-06-19,BSI,1800.0
2025-06-20,BDI,3197.9
2025-06-20,BCI,5507.0
2025-06-20,BPI,2597.1
2025-06-20,BSI,1799.3
2025-06-23,BDI,3221.7
2025-06-23,BCI,5196.4
2025-06-23,BPI,2520.2
2025-06-23,BSI,1736.6
2025-06-24,BDI,3230.5
2025-06-24,BCI,5214.6
2025-06-24,BPI,2499.7
2025-06-24,BSI,1777.7
2025-06-25,BDI,3280.4
2025-06-25,BCI,5395.8
2025-06-25,BPI,2456.7
2025-06-25,BSI,1751.8
2025-06-26,BDI,3289.9
2025-06-26,BCI,5362.6
2025-06-26,BPI,2490.7
2025-06-26,BSI,1782.8
2025-06-27,BDI,3293.3
2025-06-27,BCI,5354.1
2025-06-27,BPI,2453.3
2025-06-27,BSI,1797.2
2025-06-30,BDI,3117.3
2025-06-30,BCI,5639.5
2025-06-30,BPI,2461.2
2025-06-30,BSI,1791.2
2025-07-01,BDI,3113.3
2025-07-01,BCI,5843.7
2025-07-01,BPI,2455.0
2025-07-01,BSI,1794.4
2025-07-02,BDI,3187.1
2025-07-02,BCI,5840.8
2025-07-02,BPI,2476.4
2025-07-02,BSI,1792.6
2025-07-03,BDI,3103.7
2025-07-03,BCI,5917.7
2025-07-03,BPI,2462.4
2025-07-03,BSI,1791.4
2025-07-04,BDI,3075.7
2025-07-04,BCI,5802.8
2025-07-04,BPI,2464.1
2025-07-04,BSI,1766.5
2025-07-07,BDI,3176.7
2025-07-07,BCI,5770.1
2025-07-07,BPI,2427.2
2025-07-07,BSI,1715.4
2025-07-08,BDI,3180.8
2025-07-08,BCI,5527.5
2025-07-08,BPI,2390.9
2025-07-08,BSI,1718.4
2025-07-09,BDI,3186.1
2025-07-09,BCI,5535.8
2025-07-09,BPI,2339.7
2025-07-09,BSI,1748.5
2025-07-10,BDI,3179.9
2025-07-10,BCI,5751.8
2025-07-10,BPI,2400.9
2025-07-10,BSI,1714.5
2025-07-11,BDI,3159.0
2025-07-11,BCI,5865.6
2025-07-11,BPI,2379.4
2025-07-11,BSI,1688.3
2025-07-14,BDI,3115.1
2025-07-14,BCI,5974.6
2025-07-14,BPI,2429.0
2025-07-14,BSI,1730.1
2025-07-15,BDI,3120.9
2025-07-15,BCI,5866.1
2025-07-15,BPI,2449.0
2025-07-15,BSI,1751.0
2025-07-16,BDI,3094.5
2025-07-16,BCI,6037.9
2025-07-16,BPI,2487.9
2025-07-16,BSI,1765.6
2025-07-17,BDI,3125.3
2025-07-17,BCI,5987.9
2025-07-17,BPI,2485.8
2025-07-17,BSI,1787.7
2025-07-18,BDI,3125.6
2025-07-18,BCI,5934.5
2025-07-18,BPI,2521.3
2025-07-18,BSI,1784.0
2025-07-21,BDI,3062.6
2025-07-21,BCI,6006.8
2025-07-21,BPI,2485.7
2025-07-21,BSI,1819.6
2025-07-22,BDI,3070.0
2025-07-22,BCI,5998.3
2025-07-22,BPI,2515.4
2025-07-22,BSI,1806.3
2025-07-23,BDI,3085.8
2025-07-23,BCI,5979.8
2025-07-23,BPI,2526.4
2025-07-23,BSI,1821.7
2025-07-24,BDI,3080.5
2025-07-24,BCI,5921.6
2025-07-24,BPI,2519.7
2025-07-24,BSI,1795.7
2025-07-25,BDI,3152.5
2025-07-25,BCI,6041.8
2025-07-25,BPI,2504.3
2025-07-25,BSI,1869.8
2025-07-28,BDI,3272.5
2025-07-28,BCI,6092.2
2025-07-28,BPI,2463.9
2025-07-28,BSI,1745.3
2025-07-29,BDI,3302.4
2025-07-29,BCI,6100.6
2025-07-29,BPI,2498.3
2025-07-29,BSI,1688.0
2025-07-30,BDI,3320.4
2025-07-30,BCI,6170.2
2025-07-30,BPI,2494.7
2025-07-30,BSI,1659.0
2025-07-31,BDI,3342.9
2025-07-31,BCI,6234.1
2025-07-31,BPI,2441.3
2025-07-31,BSI,1660.6
2025-08-01,BDI,3333.5
2025-08-01,BCI,6064.6
2025-08-01,BPI,2390.2
2025-08-01,BSI,1658.0
2025-08-04,BDI,3225.4
2025-08-04,BCI,6069.4
2025-08-04,BPI,2347.7
2025-08-04,BSI,1683.1
2025-08-05,BDI,3206.3
2025-08-05,BCI,6196.1
2025-08-05,BPI,2391.0
2025-08-05,BSI,1649.6
2025-08-06,BDI,3173.1
2025-08-06,BCI,6109.2
2025-08-06,BPI,2421.7
2025-08-06,BSI,1601.9
2025-08-07,BDI,3125.2
2025-08-07,BCI,6026.1
2025-08-07,BPI,2397.3
2025-08-07,BSI,1587.4
2025-08-08,BDI,3132.5
2025-08-08,BCI,5865.8
2025-08-08,BPI,2355.2
2025-08-08,BSI,1585.7
2025-08-11,BDI,3076.2
2025-08-11,BCI,5851.0
2025-08-11,BPI,2277.6
2025-08-11,BSI,1560.8
2025-08-12,BDI,3052.5
2025-08-12,BCI,5990.9
2025-08-12,BPI,2187.1
2025-08-12,BSI,1552.1
2025-08-13,BDI,2999.8
2025-08-13,BCI,5990.9
2025-08-13,BPI,2176.0
2025-08-13,BSI,1580.7
2025-08-14,BDI,2957.8
2025-08-14,BCI,5964.5
2025-08-14,BPI,2157.8
2025-08-14,BSI,1608.9
2025-08-15,BDI,2904.2
2025-08-15,BCI,5972.3
2025-08-15,BPI,2197.9
2025-08-15,BSI,1611.4
2025-08-18,BDI,3039.4
2025-08-18,BCI,5945.3
2025-08-18,BPI,2146.6
2025-08-18,BSI,1579.8
2025-08-19,BDI,2989.1
2025-08-19,BCI,5737.3
2025-08-19,BPI,2123.0
2025-08-19,BSI,1612.6
2025-08-20,BDI,2929.4
2025-08-20,BCI,5651.3
2025-08-20,BPI,2116.4
2025-08-20,BSI,1627.8
2025-08-21,BDI,2926.8
2025-08-21,BCI,5707.4
2025-08-21,BPI,2052.2
2025-08-21,BSI,1651.8
2025-08-22,BDI,2925.9
2025-08-22,BCI,5675.8
2025-08-22,BPI,2023.1
2025-08-22,BSI,1670.3
2025-08-25,BDI,3038.0
2025-08-25,BCI,5710.6
2025-08-25,BPI,2078.0
2025-08-25,BSI,1708.1
2025-08-26,BDI,2948.5
2025-08-26,BCI,5574.4
2025-08-26,BPI,2115.1
2025-08-26,BSI,1735.2
2025-08-27,BDI,2979.0
2025-08-27,BCI,5575.5
2025-08-27,BPI,2127.4
2025-08-27,BSI,1701.7
2025-08-28,BDI,2963.0
2025-08-28,BCI,5663.7
2025-08-28,BPI,2124.1
2025-08-28,BSI,1670.3
2025-08-29,BDI,3029.1
2025-08-29,BCI,5712.9
2025-08-29,BPI,2103.1
2025-08-29,BSI,1655.9
2025-09-01,BDI,2972.7
2025-09-01,BCI,5723.4
2025-09-01,BPI,2110.9
2025-09-01,BSI,1668.5
2025-09-02,BDI,2975.1
2025-09-02,BCI,5684.3
2025-09-02,BPI,2089.3
2025-09-02,BSI,1658.7
2025-09-03,BDI,3031.3
2025-09-03,BCI,5625.2
2025-09-03,BPI,2095.6
2025-09-03,BSI,1672.6
2025-09-04,BDI,2997.8
2025-09-04,BCI,5676.4
2025-09-04,BPI,2145.6
2025-09-04,BSI,1695.0
2025-09-05,BDI,3010.6
2025-09-05,BCI,5782.8
2025-09-05,BPI,2104.5
2025-09-05,BSI,1691.3
2025-09-08,BDI,3033.1
2025-09-08,BCI,5826.0
2025-09-08,BPI,2101.5
2025-09-08,BSI,1712.1
2025-09-09,BDI,3060.7
2025-09-09,BCI,5658.0
2025-09-09,BPI,2102.4
2025-09-09,BSI,1671.1
2025-09-10,BDI,3077.5
2025-09-10,BCI,5749.1
2025-09-10,BPI,2174.6
2025-09-10,BSI,1662.8
2025-09-11,BDI,3039.8
2025-09-11,BCI,5656.4
2025-09-11,BPI,2225.2
2025-09-11,BSI,1663.7
2025-09-12,BDI,2990.9
2025-09-12,BCI,5567.4
2025-09-12,BPI,2208.3
2025-09-12,BSI,1634.8
2025-09-15,BDI,2997.7
2025-09-15,BCI,5593.2
2025-09-15,BPI,2128.7
2025-09-15,BSI,1695.9
2025-09-16,BDI,2972.3
2025-09-16,BCI,5666.1
2025-09-16,BPI,2118.4
2025-09-16,BSI,1689.8
2025-09-17,BDI,3051.4
2025-09-17,BCI,5860.6
2025-09-17,BPI,2128.1
2025-09-17,BSI,1690.4
2025-09-18,BDI,3058.4
2025-09-18,BCI,5698.7
2025-09-18,BPI,2168.0
2025-09-18,BSI,1729.3
2025-09-19,BDI,3111.1
2025-09-19,BCI,5715.9
2025-09-19,BPI,2149.0
2025-09-19,BSI,1703.0
2025-09-22,BDI,3122.5
2025-09-22,BCI,5768.5
2025-09-22,BPI,2087.6
2025-09-22,BSI,1810.0
2025-09-23,BDI,3184.1
2025-09-23,BCI,5879.9
2025-09-23,BPI,2085.6
2025-09-23,BSI,1800.8
2025-09-24,BDI,3170.3
2025-09-24,BCI,5959.9
2025-09-24,BPI,2110.1
2025-09-24,BSI,1799.4
2025-09-25,BDI,3168.4
2025-09-25,BCI,5970.5
2025-09-25,BPI,2108.5
2025-09-25,BSI,1783.7
2025-09-26,BDI,3208.0
2025-09-26,BCI,6073.2
2025-09-26,BPI,2194.0
2025-09-26,BSI,1783.1
2025-09-29,BDI,3266.0
2025-09-29,BCI,6204.4
2025-09-29,BPI,2223.2
2025-09-29,BSI,1863.5
2025-09-30,BDI,3310.6
2025-09-30,BCI,6170.4
2025-09-30,BPI,2215.1
2025-09-30,BSI,1831.3
2025-10-01,BDI,3403.9
2025-10-01,BCI,6222.9
2025-10-01,BPI,2185.5
2025-10-01,BSI,1850.3
2025-10-02,BDI,3339.1
2025-10-02,BCI,6105.0
2025-10-02,BPI,2134.7
2025-10-02,BSI,1793.4
2025-10-03,BDI,3298.5
2025-10-03,BCI,5971.0
2025-10-03,BPI,2184.3
2025-10-03,BSI,1830.7
2025-10-06,BDI,3202.3
2025-10-06,BCI,6097.2
2025-10-06,BPI,2253.7
2025-10-06,BSI,1866.2
2025-10-07,BDI,3202.5
2025-10-07,BCI,6016.8
2025-10-07,BPI,2273.2
2025-10-07,BSI,1836.3
2025-10-08,BDI,3216.0
2025-10-08,BCI,5997.2
2025-10-08,BPI,2228.3
2025-10-08,BSI,1885.1
2025-10-09,BDI,3247.6
2025-10-09,BCI,5989.7
2025-10-09,BPI,2200.4
2025-10-09,BSI,1906.5
2025-10-10,BDI,3310.4
2025-10-10,BCI,5905.5
2025-10-10,BPI,2150.1
2025-10-10,BSI,1906.4
2025-10-13,BDI,3222.7
2025-10-13,BCI,5585.5
2025-10-13,BPI,2176.1
2025-10-13,BSI,1897.0
2025-10-14,BDI,3241.9
2025-10-14,BCI,5498.8
2025-10-14,BPI,2165.5
2025-10-14,BSI,1941.2
2025-10-15,BDI,3208.0
2025-10-15,BCI,5639.2
2025-10-15,BPI,2195.5
2025-10-15,BSI,1945.5
2025-10-16,BDI,3209.8
2025-10-16,BCI,5701.9
2025-10-16,BPI,2268.3
2025-10-16,BSI,1960.1
2025-10-17,BDI,3175.6
2025-10-17,BCI,5677.2
2025-10-17,BPI,2249.1
2025-10-17,BSI,1943.2
2025-10-20,BDI,3237.7
2025-10-20,BCI,5634.1
2025-10-20,BPI,2305.5
2025-10-20,BSI,1929.7
2025-10-21,BDI,3264.7
2025-10-21,BCI,5619.8
2025-10-21,BPI,2279.9
2025-10-21,BSI,1904.0
2025-10-22,BDI,3217.7
2025-10-22,BCI,5572.2
2025-10-22,BPI,2225.1
2025-10-22,BSI,1911.3
2025-10-23,BDI,3236.6
2025-10-23,BCI,5618.0
2025-10-23,BPI,2160.8
2025-10-23,BSI,1911.0
2025-10-24,BDI,3172.6
2025-10-24,BCI,5606.0
2025-10-24,BPI,2168.3
2025-10-24,BSI,1905.3
2025-10-27,BDI,3281.7
2025-10-27,BCI,5712.2
2025-10-27,BPI,2156.3
2025-10-27,BSI,1868.3
2025-10-28,BDI,3198.1
2025-10-28,BCI,5746.8
2025-10-28,BPI,2143.3
2025-10-28,BSI,1845.7
2025-10-29,BDI,3206.0
2025-10-29,BCI,5737.2
2025-10-29,BPI,2159.9
2025-10-29,BSI,1837.9
2025-10-30,BDI,3191.3
2025-10-30,BCI,5922.9
2025-10-30,BPI,2174.8
2025-10-30,BSI,1806.8
2025-10-31,BDI,3257.3
2025-10-31,BCI,5939.9
2025-10-31,BPI,2194.8
2025-10-31,BSI,1831.3
2025-11-03,BDI,3317.3
2025-11-03,BCI,5402.8
2025-11-03,BPI,2245.1
2025-11-03,BSI,1774.9
2025-11-04,BDI,3264.9
2025-11-04,BCI,5415.3
2025-11-04,BPI,2243.8
2025-11-04,BSI,1769.2
2025-11-05,BDI,3155.4
2025-11-05,BCI,5382.4
2025-11-05,BPI,2244.9
2025-11-05,BSI,1756.9
2025-11-06,BDI,3171.7
2025-11-06,BCI,5458.2
2025-11-06,BPI,2265.3
2025-11-06,BSI,1788.7
2025-11-07,BDI,3161.8
2025-11-07,BCI,5564.7
2025-11-07,BPI,2303.2
2025-11-07,BSI,1774.8
2025-11-10,BDI,3187.3
2025-11-10,BCI,5505.7
2025-11-10,BPI,2260.9
2025-11-10,BSI,1818.1
2025-11-11,BDI,3255.2
2025-11-11,BCI,5687.4
2025-11-11,BPI,2300.6
2025-11-11,BSI,1817.5
2025-11-12,BDI,3201.6
2025-11-12,BCI,5706.1
2025-11-12,BPI,2289.9
2025-11-12,BSI,1800.8
2025-11-13,BDI,3228.2
2025-11-13,BCI,5672.2
2025-11-13,BPI,2248.4
2025-11-13,BSI,1826.8
2025-11-14,BDI,3287.4
2025-11-14,BCI,5632.6
2025-11-14,BPI,2270.2
2025-11-14,BSI,1786.6
2025-11-17,BDI,3380.6
2025-11-17,BCI,5416.0
2025-11-17,BPI,2287.9
2025-11-17,BSI,1778.1
2025-11-18,BDI,3386.8
2025-11-18,BCI,5317.2
2025-11-18,BPI,2290.5
2025-11-18,BSI,1783.6
2025-11-19,BDI,3372.4
2025-11-19,BCI,5171.8
2025-11-19,BPI,2309.3
2025-11-19,BSI,1807.9
2025-11-20,BDI,3356.8
2025-11-20,BCI,5252.0
2025-11-20,BPI,2323.0
2025-11-20,BSI,1811.4
2025-11-21,BDI,3436.9
2025-11-21,BCI,5070.0
2025-11-21,BPI,2353.9
2025-11-21,BSI,1803.5
2025-11-24,BDI,3320.7
2025-11-24,BCI,5043.6
2025-11-24,BPI,2378.8
2025-11-24,BSI,1762.3
2025-11-25,BDI,3322.4
2025-11-25,BCI,5339.7
2025-11-25,BPI,2424.1
2025-11-25,BSI,1783.6
2025-11-26,BDI,3309.5
2025-11-26,BCI,5207.4
2025-11-26,BPI,2431.8
2025-11-26,BSI,1809.3
2025-11-27,BDI,3338.9
2025-11-27,BCI,5166.8
2025-11-27,BPI,2414.5
2025-11-27,BSI,1785.7
2025-11-28,BDI,3363.0
2025-11-28,BCI,5168.7
2025-11-28,BPI,2395.0
2025-11-28,BSI,1793.9
2025-12-01,BDI,3438.5
2025-12-01,BCI,4957.5
2025-12-01,BPI,2412.0
2025-12-01,BSI,1788.4
2025-12-02,BDI,3365.0
2025-12-02,BCI,5056.5
2025-12-02,BPI,2412.7
2025-12-02,BSI,1809.6
2025-12-03,BDI,3346.6
2025-12-03,BCI,5059.5
2025-12-03,BPI,2417.6
2025-12-03,BSI,1821.5
2025-12-04,BDI,3319.5
2025-12-04,BCI,5154.1
2025-12-04,BPI,2457.8
2025-12-04,BSI,1813.6
2025-12-05,BDI,3308.9
2025-12-05,BCI,5219.8
2025-12-05,BPI,2390.3
2025-12-05,BSI,1787.9
2025-12-08,BDI,3323.8
2025-12-08,BCI,5314.0
2025-12-08,BPI,2459.6
2025-12-08,BSI,1713.2
2025-12-09,BDI,3289.3
2025-12-09,BCI,5316.4
2025-12-09,BPI,2436.3
2025-12-09,BSI,1721.8
2025-12-10,BDI,3363.2
2025-12-10,BCI,5303.3
2025-12-10,BPI,2416.6
2025-12-10,BSI,1692.7
2025-12-11,BDI,3309.4
2025-12-11,BCI,5320.7
2025-12-11,BPI,2411.5
2025-12-11,BSI,1708.4
2025-12-12,BDI,3344.0
2025-12-12,BCI,5349.1
2025-12-12,BPI,2404.7
2025-12-12,BSI,1744.8
2025-12-15,BDI,3271.2
2025-12-15,BCI,5324.5
2025-12-15,BPI,2456.3
2025-12-15,BSI,1757.6
2025-12-16,BDI,3288.1
2025-12-16,BCI,5342.9
2025-12-16,BPI,2468.6
2025-12-16,BSI,1753.0
2025-12-17,BDI,3303.3
2025-12-17,BCI,5404.3
2025-12-17,BPI,2495.4
2025-12-17,BSI,1802.4
2025-12-18,BDI,3350.8
2025-12-18,BCI,5547.6
2025-12-18,BPI,2452.3
2025-12-18,BSI,1800.7
2025-12-19,BDI,3376.9
2025-12-19,BCI,5451.6
2025-12-19,BPI,2473.0
2025-12-19,BSI,1780.4
2025-12-22,BDI,3422.8
2025-12-22,BCI,5540.3
2025-12-22,BPI,2504.8
2025-12-22,BSI,1786.9
2025-12-23,BDI,3428.5
2025-12-23,BCI,5475.8
2025-12-23,BPI,2527.9
2025-12-23,BSI,1769.6
2025-12-24,BDI,3437.1
2025-12-24,BCI,5623.1
2025-12-24,BPI,2521.8
2025-12-24,BSI,1768.0
2025-12-25,BDI,3368.3
2025-12-25,BCI,5486.7
2025-12-25,BPI,2504.6
2025-12-25,BSI,1710.3
2025-12-26,BDI,3332.2
2025-12-26,BCI,5461.3
2025-12-26,BPI,2519.7
2025-12-26,BSI,1710.8
2025-12-29,BDI,3379.8
2025-12-29,BCI,5546.2
2025-12-29,BPI,2507.9
2025-12-29,BSI,1737.4
2025-12-30,BDI,3385.6
2025-12-30,BCI,5380.7
2025-12-30,BPI,2461.5
2025-12-30,BSI,1746.1
2025-12-31,BDI,3362.2
2025-12-31,BCI,5238.2
2025-12-31,BPI,2477.4
2025-12-31,BSI,1700.8
2026-01-01,BDI,3338.1
