rate_date,index_name,index_value
2009-03-11,USDA_BARGE,81.65
2009-03-18,USDA_BARGE,81.03
2009-03-25,USDA_BARGE,82.87
2009-04-01,USDA_BARGE,76.14
2009-04-08,USDA_BARGE,77.37
2009-04-15,USDA_BARGE,80.42
2009-04-22,USDA_BARGE,79.2
2009-04-29,USDA_BARGE,76.14
2009-05-06,USDA_BARGE,76.14
2009-05-13,USDA_BARGE,83.48
2009-05-20,USDA_BARGE,83.18
2009-05-27,USDA_BARGE,82.87
2009-06-03,USDA_BARGE,80.73
2009-06-10,USDA_BARGE,81.95
2009-06-17,USDA_BARGE,88.68
2009-06-24,USDA_BARGE,84.4
2009-07-01,USDA_BARGE,80.42
2009-07-08,USDA_BARGE,76.14
2009-07-15,USDA_BARGE,82.56
2009-07-22,USDA_BARGE,91.13
2009-07-29,USDA_BARGE,88.07
2009-08-05,USDA_BARGE,84.4
2009-08-12,USDA_BARGE,85.62
2009-08-19,USDA_BARGE,98.47
2009-08-26,USDA_BARGE,103.97
2009-09-02,USDA_BARGE,108.56
2009-09-09,USDA_BARGE,102.75
2009-09-16,USDA_BARGE,102.44
2009-09-23,USDA_BARGE,118.95
2009-09-30,USDA_BARGE,137.0
2009-10-07,USDA_BARGE,142.81
2009-10-14,USDA_BARGE,130.57
2009-10-21,USDA_BARGE,136.69
2009-10-28,USDA_BARGE,138.83
2009-11-04,USDA_BARGE,133.94
2009-11-11,USDA_BARGE,198.77
2009-11-18,USDA_BARGE,130.27
2009-11-25,USDA_BARGE,123.54
2009-12-02,USDA_BARGE,122.32
2009-12-09,USDA_BARGE,119.26
2009-12-16,USDA_BARGE,110.7
2009-12-23,USDA_BARGE,110.09
2009-12-30,USDA_BARGE,110.09
2010-01-06,USDA_BARGE,116.2
2010-01-13,USDA_BARGE,118.04
2010-01-20,USDA_BARGE,119.56
2010-01-27,USDA_BARGE,125.37
2010-02-03,USDA_BARGE,122.32
2010-02-10,USDA_BARGE,109.47
2010-02-17,USDA_BARGE,93.27
2010-02-24,USDA_BARGE,96.94
2010-03-03,USDA_BARGE,105.5
2010-03-10,USDA_BARGE,95.71
2010-03-17,USDA_BARGE,86.54
2010-03-24,USDA_BARGE,84.7
2010-03-31,USDA_BARGE,84.4
2010-04-07,USDA_BARGE,84.09
2010-04-14,USDA_BARGE,84.09
2010-04-21,USDA_BARGE,84.09
2010-04-28,USDA_BARGE,94.18
2010-05-05,USDA_BARGE,103.97
2010-05-12,USDA_BARGE,117.12
2010-05-19,USDA_BARGE,127.52
2010-05-26,USDA_BARGE,103.36
2010-06-02,USDA_BARGE,96.02
2010-06-09,USDA_BARGE,89.9
2010-06-16,USDA_BARGE,91.43
2010-06-23,USDA_BARGE,91.13
2010-06-30,USDA_BARGE,90.51
2010-07-07,USDA_BARGE,99.38
2010-07-14,USDA_BARGE,118.65
2010-07-21,USDA_BARGE,129.96
2010-07-28,USDA_BARGE,118.65
2010-08-04,USDA_BARGE,113.45
2010-08-11,USDA_BARGE,132.41
2010-08-18,USDA_BARGE,133.63
2010-08-25,USDA_BARGE,139.44
2010-09-01,USDA_BARGE,154.73
2010-09-08,USDA_BARGE,151.37
2010-09-15,USDA_BARGE,145.25
2010-09-22,USDA_BARGE,166.66
2010-09-29,USDA_BARGE,170.94
2010-10-06,USDA_BARGE,196.93
2010-10-13,USDA_BARGE,181.64
2010-10-20,USDA_BARGE,169.1
2010-10-27,USDA_BARGE,150.14
2010-11-03,USDA_BARGE,135.77
2010-11-10,USDA_BARGE,140.05
2010-11-17,USDA_BARGE,125.37
2010-11-24,USDA_BARGE,140.66
2010-12-01,USDA_BARGE,142.5
2010-12-08,USDA_BARGE,170.94
2010-12-15,USDA_BARGE,177.67
2010-12-22,USDA_BARGE,158.4
2010-12-29,USDA_BARGE,147.7
2011-01-05,USDA_BARGE,126.29
2011-01-12,USDA_BARGE,137.61
2011-01-19,USDA_BARGE,140.05
2011-01-26,USDA_BARGE,139.44
2011-02-02,USDA_BARGE,168.19
2011-02-09,USDA_BARGE,164.52
2011-02-16,USDA_BARGE,178.58
2011-02-23,USDA_BARGE,164.52
2011-03-02,USDA_BARGE,152.28
2011-03-09,USDA_BARGE,193.57
2011-03-16,USDA_BARGE,170.02
2011-03-23,USDA_BARGE,150.14
2011-03-30,USDA_BARGE,155.04
2011-04-06,USDA_BARGE,144.33
2011-04-13,USDA_BARGE,131.18
2011-04-20,USDA_BARGE,126.29
2011-04-27,USDA_BARGE,122.93
2011-05-04,USDA_BARGE,140.66
2011-05-11,USDA_BARGE,129.96
2011-05-18,USDA_BARGE,129.04
2011-05-25,USDA_BARGE,137.3
2011-06-01,USDA_BARGE,141.58
2011-06-08,USDA_BARGE,136.69
2011-06-15,USDA_BARGE,136.38
2011-06-22,USDA_BARGE,137.61
2011-06-29,USDA_BARGE,136.08
2011-07-06,USDA_BARGE,140.66
2011-07-13,USDA_BARGE,137.3
2011-07-20,USDA_BARGE,131.8
2011-07-27,USDA_BARGE,119.26
2011-08-03,USDA_BARGE,110.7
2011-08-10,USDA_BARGE,115.28
2011-08-17,USDA_BARGE,129.35
2011-08-24,USDA_BARGE,133.02
2011-08-31,USDA_BARGE,140.05
2011-09-07,USDA_BARGE,140.66
2011-09-14,USDA_BARGE,145.25
2011-09-21,USDA_BARGE,158.4
2011-09-28,USDA_BARGE,172.16
2011-10-05,USDA_BARGE,171.86
2011-10-12,USDA_BARGE,160.54
2011-10-19,USDA_BARGE,151.67
2011-10-26,USDA_BARGE,150.76
2011-11-02,USDA_BARGE,148.31
2011-11-09,USDA_BARGE,135.47
2011-11-16,USDA_BARGE,135.47
2011-11-23,USDA_BARGE,129.35
2011-11-30,USDA_BARGE,123.85
2011-12-07,USDA_BARGE,128.43
2011-12-14,USDA_BARGE,116.2
2011-12-21,USDA_BARGE,107.94
2011-12-28,USDA_BARGE,104.58
2012-01-04,USDA_BARGE,104.89
2012-01-11,USDA_BARGE,111.0
2012-01-18,USDA_BARGE,110.7
2012-01-25,USDA_BARGE,117.73
2012-02-01,USDA_BARGE,141.28
2012-02-08,USDA_BARGE,120.79
2012-02-15,USDA_BARGE,129.35
2012-02-22,USDA_BARGE,123.85
2012-02-29,USDA_BARGE,117.12
2012-03-07,USDA_BARGE,106.11
2012-03-14,USDA_BARGE,105.5
2012-03-21,USDA_BARGE,110.7
2012-03-28,USDA_BARGE,107.94
2012-04-04,USDA_BARGE,99.38
2012-04-11,USDA_BARGE,97.85
2012-04-18,USDA_BARGE,100.3
2012-04-25,USDA_BARGE,98.77
2012-05-02,USDA_BARGE,103.05
2012-05-09,USDA_BARGE,107.03
2012-05-16,USDA_BARGE,104.89
2012-05-23,USDA_BARGE,98.77
2012-05-30,USDA_BARGE,100.91
2012-06-06,USDA_BARGE,87.15
2012-06-13,USDA_BARGE,86.85
2012-06-20,USDA_BARGE,84.7
2012-06-27,USDA_BARGE,82.56
2012-07-04,USDA_BARGE,97.85
2012-07-11,USDA_BARGE,107.94
2012-07-18,USDA_BARGE,125.07
2012-07-25,USDA_BARGE,107.03
2012-08-01,USDA_BARGE,108.56
2012-08-08,USDA_BARGE,93.27
2012-08-15,USDA_BARGE,111.61
2012-08-22,USDA_BARGE,100.91
2012-08-29,USDA_BARGE,133.94
2012-09-05,USDA_BARGE,152.9
2012-09-12,USDA_BARGE,168.19
2012-09-19,USDA_BARGE,191.12
2012-09-26,USDA_BARGE,185.92
2012-10-03,USDA_BARGE,193.57
2012-10-10,USDA_BARGE,156.87
2012-10-17,USDA_BARGE,152.9
2012-10-24,USDA_BARGE,179.81
2012-10-31,USDA_BARGE,167.27
2012-11-07,USDA_BARGE,181.95
2012-11-14,USDA_BARGE,162.99
2012-11-21,USDA_BARGE,183.48
2012-11-28,USDA_BARGE,187.45
2012-12-05,USDA_BARGE,175.83
2012-12-12,USDA_BARGE,183.48
2012-12-19,USDA_BARGE,175.83
2012-12-26,USDA_BARGE,172.16
2013-01-02,USDA_BARGE,152.9
2013-01-09,USDA_BARGE,114.06
2013-01-16,USDA_BARGE,106.42
2013-01-23,USDA_BARGE,101.83
2013-01-30,USDA_BARGE,100.91
2013-02-06,USDA_BARGE,98.77
2013-02-13,USDA_BARGE,99.38
2013-02-20,USDA_BARGE,99.38
2013-02-27,USDA_BARGE,99.99
2013-03-06,USDA_BARGE,99.38
2013-03-13,USDA_BARGE,99.38
2013-03-20,USDA_BARGE,93.88
2013-03-27,USDA_BARGE,89.6
2013-04-03,USDA_BARGE,80.42
2013-04-10,USDA_BARGE,87.15
2013-04-17,USDA_BARGE,83.48
2013-04-24,USDA_BARGE,0.0
2013-05-01,USDA_BARGE,0.0
2013-05-08,USDA_BARGE,88.07
2013-05-15,USDA_BARGE,85.01
2013-05-22,USDA_BARGE,83.48
2013-05-29,USDA_BARGE,94.8
2013-06-05,USDA_BARGE,96.32
2013-06-12,USDA_BARGE,89.6
2013-06-19,USDA_BARGE,90.21
2013-06-26,USDA_BARGE,98.77
2013-07-03,USDA_BARGE,93.88
2013-07-10,USDA_BARGE,88.07
2013-07-17,USDA_BARGE,86.23
2013-07-24,USDA_BARGE,81.03
2013-07-31,USDA_BARGE,78.89
2013-08-07,USDA_BARGE,87.15
2013-08-14,USDA_BARGE,107.64
2013-08-21,USDA_BARGE,108.56
2013-08-28,USDA_BARGE,119.87
2013-09-04,USDA_BARGE,129.96
2013-09-11,USDA_BARGE,138.52
2013-09-18,USDA_BARGE,168.19
2013-09-25,USDA_BARGE,170.63
2013-10-02,USDA_BARGE,181.95
2013-10-09,USDA_BARGE,168.19
2013-10-16,USDA_BARGE,191.12
2013-10-23,USDA_BARGE,196.01
2013-10-30,USDA_BARGE,188.98
2013-11-06,USDA_BARGE,178.28
2013-11-13,USDA_BARGE,211.61
2013-11-20,USDA_BARGE,198.77
2013-11-27,USDA_BARGE,162.07
2013-12-04,USDA_BARGE,165.74
2013-12-11,USDA_BARGE,164.52
2013-12-18,USDA_BARGE,176.44
2013-12-25,USDA_BARGE,180.42
2014-01-01,USDA_BARGE,179.5
2014-01-08,USDA_BARGE,173.69
2014-01-15,USDA_BARGE,171.24
2014-01-22,USDA_BARGE,169.71
2014-01-29,USDA_BARGE,180.42
2014-02-05,USDA_BARGE,0.0
2014-02-12,USDA_BARGE,179.5
2014-02-19,USDA_BARGE,183.48
2014-02-26,USDA_BARGE,181.03
2014-03-05,USDA_BARGE,189.59
2014-03-12,USDA_BARGE,191.12
2014-03-19,USDA_BARGE,176.75
2014-03-26,USDA_BARGE,143.42
2014-04-02,USDA_BARGE,127.21
2014-04-09,USDA_BARGE,113.14
2014-04-16,USDA_BARGE,117.42
2014-04-23,USDA_BARGE,115.28
2014-04-30,USDA_BARGE,110.09
2014-05-07,USDA_BARGE,111.61
2014-05-14,USDA_BARGE,108.56
2014-05-21,USDA_BARGE,114.06
2014-05-28,USDA_BARGE,110.09
2014-06-04,USDA_BARGE,107.94
2014-06-11,USDA_BARGE,114.06
2014-06-18,USDA_BARGE,112.23
2014-06-25,USDA_BARGE,112.84
2014-07-02,USDA_BARGE,115.59
2014-07-09,USDA_BARGE,105.5
2014-07-16,USDA_BARGE,123.85
2014-07-23,USDA_BARGE,167.27
2014-07-30,USDA_BARGE,171.24
2014-08-06,USDA_BARGE,143.11
2014-08-13,USDA_BARGE,135.16
2014-08-20,USDA_BARGE,142.81
2014-08-27,USDA_BARGE,143.42
2014-09-03,USDA_BARGE,182.25
2014-09-10,USDA_BARGE,203.96
2014-09-17,USDA_BARGE,193.57
2014-09-24,USDA_BARGE,252.28
2014-10-01,USDA_BARGE,326.28
2014-10-08,USDA_BARGE,272.77
2014-10-15,USDA_BARGE,254.73
2014-10-22,USDA_BARGE,266.96
2014-10-29,USDA_BARGE,267.57
2014-11-05,USDA_BARGE,259.92
2014-11-12,USDA_BARGE,234.54
2014-11-19,USDA_BARGE,204.58
2014-11-26,USDA_BARGE,168.19
2014-12-03,USDA_BARGE,175.83
2014-12-10,USDA_BARGE,153.81
2014-12-17,USDA_BARGE,151.37
2014-12-24,USDA_BARGE,136.69
2014-12-31,USDA_BARGE,119.26
2015-01-07,USDA_BARGE,122.32
2015-01-14,USDA_BARGE,144.33
2015-01-21,USDA_BARGE,152.9
2015-01-28,USDA_BARGE,143.72
2015-02-04,USDA_BARGE,134.55
2015-02-11,USDA_BARGE,125.37
2015-02-18,USDA_BARGE,128.43
2015-02-25,USDA_BARGE,137.61
2015-03-04,USDA_BARGE,120.18
2015-03-11,USDA_BARGE,111.61
2015-03-18,USDA_BARGE,121.4
2015-03-25,USDA_BARGE,133.02
2015-04-01,USDA_BARGE,129.35
2015-04-08,USDA_BARGE,134.55
2015-04-15,USDA_BARGE,142.81
2015-04-22,USDA_BARGE,123.85
2015-04-29,USDA_BARGE,123.85
2015-05-06,USDA_BARGE,120.79
2015-05-13,USDA_BARGE,124.76
2015-05-20,USDA_BARGE,116.2
2015-05-27,USDA_BARGE,112.53
2015-06-03,USDA_BARGE,114.06
2015-06-10,USDA_BARGE,113.14
2015-06-17,USDA_BARGE,120.79
2015-07-08,USDA_BARGE,129.96
2015-07-15,USDA_BARGE,116.81
2015-07-22,USDA_BARGE,114.67
2015-07-29,USDA_BARGE,107.03
2015-08-05,USDA_BARGE,100.3
2015-08-12,USDA_BARGE,103.05
2015-08-19,USDA_BARGE,96.94
2015-08-26,USDA_BARGE,103.97
2015-09-02,USDA_BARGE,122.32
2015-09-09,USDA_BARGE,135.47
2015-09-16,USDA_BARGE,152.9
2015-09-23,USDA_BARGE,184.39
2015-09-30,USDA_BARGE,197.85
2015-10-07,USDA_BARGE,181.03
2015-10-14,USDA_BARGE,152.9
2015-10-21,USDA_BARGE,158.09
2015-10-28,USDA_BARGE,128.43
2015-11-04,USDA_BARGE,110.7
2015-11-11,USDA_BARGE,95.71
2015-11-18,USDA_BARGE,103.97
2015-11-25,USDA_BARGE,84.09
2015-12-02,USDA_BARGE,85.62
2015-12-09,USDA_BARGE,85.62
2015-12-16,USDA_BARGE,88.68
2015-12-23,USDA_BARGE,84.09
2015-12-30,USDA_BARGE,86.54
2016-01-06,USDA_BARGE,91.74
2016-01-13,USDA_BARGE,87.15
2016-01-20,USDA_BARGE,85.62
2016-01-27,USDA_BARGE,93.27
2016-02-03,USDA_BARGE,90.51
2016-02-10,USDA_BARGE,84.7
2016-02-17,USDA_BARGE,78.89
2016-02-24,USDA_BARGE,77.98
2016-03-02,USDA_BARGE,70.33
2016-03-09,USDA_BARGE,68.8
2016-03-16,USDA_BARGE,71.25
2016-03-23,USDA_BARGE,75.84
2016-03-30,USDA_BARGE,85.62
2016-04-06,USDA_BARGE,85.62
2016-04-13,USDA_BARGE,85.01
2016-04-20,USDA_BARGE,88.07
2016-04-27,USDA_BARGE,81.95
2016-05-04,USDA_BARGE,80.42
2016-05-11,USDA_BARGE,79.51
2016-05-18,USDA_BARGE,78.89
2016-05-25,USDA_BARGE,71.86
2016-06-01,USDA_BARGE,74.0
2016-06-08,USDA_BARGE,83.48
2016-06-15,USDA_BARGE,95.71
2016-06-22,USDA_BARGE,123.85
2016-06-29,USDA_BARGE,122.32
2016-07-06,USDA_BARGE,138.52
2016-07-13,USDA_BARGE,118.49
2016-07-20,USDA_BARGE,129.04
2016-07-27,USDA_BARGE,120.79
2016-08-03,USDA_BARGE,120.18
2016-08-10,USDA_BARGE,111.0
2016-08-17,USDA_BARGE,119.26
2016-08-24,USDA_BARGE,119.26
2016-08-31,USDA_BARGE,117.73
2016-09-07,USDA_BARGE,123.85
2016-09-14,USDA_BARGE,132.41
2016-09-21,USDA_BARGE,127.82
2016-09-28,USDA_BARGE,163.6
2016-10-05,USDA_BARGE,133.94
2016-10-12,USDA_BARGE,105.5
2016-10-19,USDA_BARGE,112.53
2016-10-26,USDA_BARGE,156.87
2016-11-02,USDA_BARGE,137.61
2016-11-09,USDA_BARGE,91.74
2016-11-16,USDA_BARGE,78.89
2016-11-23,USDA_BARGE,74.92
2016-11-30,USDA_BARGE,73.39
2016-12-07,USDA_BARGE,71.25
2016-12-14,USDA_BARGE,79.51
2016-12-21,USDA_BARGE,85.01
2016-12-28,USDA_BARGE,83.48
2017-01-04,USDA_BARGE,81.95
2017-01-11,USDA_BARGE,97.85
2017-01-18,USDA_BARGE,105.5
2017-01-25,USDA_BARGE,114.67
2017-02-01,USDA_BARGE,94.18
2017-02-08,USDA_BARGE,105.5
2017-02-15,USDA_BARGE,96.32
2017-02-22,USDA_BARGE,88.68
2017-03-01,USDA_BARGE,94.18
2017-03-08,USDA_BARGE,93.88
2017-03-15,USDA_BARGE,94.8
2017-03-22,USDA_BARGE,81.95
2017-03-29,USDA_BARGE,77.98
2017-04-05,USDA_BARGE,77.98
2017-04-12,USDA_BARGE,74.31
2017-04-19,USDA_BARGE,74.92
2017-04-26,USDA_BARGE,72.78
2017-05-03,USDA_BARGE,81.03
2017-05-10,USDA_BARGE,93.27
2017-05-17,USDA_BARGE,81.03
2017-05-24,USDA_BARGE,80.42
2017-05-31,USDA_BARGE,85.01
2017-06-07,USDA_BARGE,81.95
2017-06-14,USDA_BARGE,77.98
2017-06-21,USDA_BARGE,90.21
2017-06-28,USDA_BARGE,97.24
2017-07-05,USDA_BARGE,88.07
2017-07-12,USDA_BARGE,95.41
2017-07-19,USDA_BARGE,94.18
2017-07-26,USDA_BARGE,91.13
2017-08-02,USDA_BARGE,91.13
2017-08-09,USDA_BARGE,90.21
2017-08-16,USDA_BARGE,94.18
2017-08-23,USDA_BARGE,104.58
2017-08-30,USDA_BARGE,102.44
2017-09-06,USDA_BARGE,103.36
2017-09-13,USDA_BARGE,105.5
2017-09-20,USDA_BARGE,133.02
2017-09-27,USDA_BARGE,187.45
2017-10-04,USDA_BARGE,236.99
2017-10-11,USDA_BARGE,126.29
2017-10-18,USDA_BARGE,129.96
2017-10-25,USDA_BARGE,122.32
2017-11-01,USDA_BARGE,135.47
2017-11-08,USDA_BARGE,122.32
2017-11-15,USDA_BARGE,116.2
2017-11-22,USDA_BARGE,95.71
2017-11-29,USDA_BARGE,91.74
2017-12-06,USDA_BARGE,87.15
2017-12-13,USDA_BARGE,85.01
2017-12-20,USDA_BARGE,85.01
2017-12-27,USDA_BARGE,89.6
2018-01-03,USDA_BARGE,103.36
2018-01-10,USDA_BARGE,109.47
2018-01-17,USDA_BARGE,122.32
2018-01-24,USDA_BARGE,100.61
2018-01-31,USDA_BARGE,109.47
2018-02-07,USDA_BARGE,111.0
2018-02-14,USDA_BARGE,114.06
2018-02-21,USDA_BARGE,116.2
2018-02-28,USDA_BARGE,119.26
2018-03-07,USDA_BARGE,144.95
2018-03-14,USDA_BARGE,174.3
2018-03-21,USDA_BARGE,145.25
2018-03-28,USDA_BARGE,149.23
2018-04-04,USDA_BARGE,170.63
2018-04-11,USDA_BARGE,181.03
2018-04-18,USDA_BARGE,197.24
2018-04-25,USDA_BARGE,162.07
2018-05-02,USDA_BARGE,133.94
2018-05-09,USDA_BARGE,141.58
2018-05-16,USDA_BARGE,145.25
2018-05-23,USDA_BARGE,147.39
2018-05-30,USDA_BARGE,149.84
