price_date,commodity,origin_id,price_usd_per_tonne
2025-03-26,coal_newcastle,1,110.8
2025-03-26,wheat_gulf,3,246.7
2025-03-26,corn_gulf,3,209.7
2025-03-27,coal_newcastle,1,110.7
2025-03-27,wheat_gulf,3,249.7
2025-03-27,corn_gulf,3,210.9
2025-03-28,coal_newcastle,1,110.5
2025-03-28,wheat_gulf,3,248.9
2025-03-28,corn_gulf,3,205.4
2025-03-31,coal_newcastle,1,107.9
2025-03-31,wheat_gulf,3,251.0
2025-03-31,corn_gulf,3,214.1
2025-04-01,coal_newcastle,1,106.2
2025-04-01,wheat_gulf,3,259.0
2025-04-01,corn_gulf,3,211.8
2025-04-02,coal_newcastle,1,106.9
2025-04-02,wheat_gulf,3,259.6
2025-04-02,corn_gulf,3,213.7
2025-04-03,coal_newcastle,1,107.6
2025-04-03,wheat_gulf,3,258.9
2025-04-03,corn_gulf,3,214.7
2025-04-04,coal_newcastle,1,103.4
2025-04-04,wheat_gulf,3,256.2
2025-04-04,corn_gulf,3,213.5
2025-04-07,coal_newcastle,1,101.2
2025-04-07,wheat_gulf,3,265.1
2025-04-07,corn_gulf,3,214.2
2025-04-08,coal_newcastle,1,103.6
2025-04-08,wheat_gulf,3,260.3
2025-04-08,corn_gulf,3,216.2
2025-04-09,coal_newcastle,1,105.4
2025-04-09,wheat_gulf,3,249.7
2025-04-09,corn_gulf,3,209.8
2025-04-10,coal_newcastle,1,105.0
2025-04-10,wheat_gulf,3,243.9
2025-04-10,corn_gulf,3,211.5
2025-04-11,coal_newcastle,1,105.4
2025-04-11,wheat_gulf,3,244.1
2025-04-11,corn_gulf,3,212.6
2025-04-14,coal_newcastle,1,99.8
2025-04-14,wheat_gulf,3,253.7
2025-04-14,corn_gulf,3,215.9
2025-04-15,coal_newcastle,1,102.6
2025-04-15,wheat_gulf,3,253.6
2025-04-15,corn_gulf,3,219.8
2025-04-16,coal_newcastle,1,103.6
2025-04-16,wheat_gulf,3,256.8
2025-04-16,corn_gulf,3,223.9
2025-04-17,coal_newcastle,1,101.9
2025-04-17,wheat_gulf,3,253.0
2025-04-17,corn_gulf,3,220.5
2025-04-18,coal_newcastle,1,103.4
2025-04-18,wheat_gulf,3,255.2
2025-04-18,corn_gulf,3,222.6
2025-04-21,coal_newcastle,1,109.8
2025-04-21,wheat_gulf,3,261.9
2025-04-21,corn_gulf,3,223.5
2025-04-22,coal_newcastle,1,114.1
2025-04-22,wheat_gulf,3,262.2
2025-04-22,corn_gulf,3,216.8
2025-04-23,coal_newcastle,1,114.9
2025-04-23,wheat_gulf,3,268.4
2025-04-23,corn_gulf,3,216.8
2025-04-24,coal_newcastle,1,117.7
2025-04-24,wheat_gulf,3,264.1
2025-04-24,corn_gulf,3,223.4
2025-04-25,coal_newcastle,1,115.2
2025-04-25,wheat_gulf,3,262.4
2025-04-25,corn_gulf,3,222.5
2025-04-28,coal_newcastle,1,109.5
2025-04-28,wheat_gulf,3,262.6
2025-04-28,corn_gulf,3,221.1
2025-04-29,coal_newcastle,1,110.9
2025-04-29,wheat_gulf,3,266.4
2025-04-29,corn_gulf,3,217.8
2025-04-30,coal_newcastle,1,110.2
2025-04-30,wheat_gulf,3,267.4
2025-04-30,corn_gulf,3,219.9
2025-05-01,coal_newcastle,1,110.8
2025-05-01,wheat_gulf,3,267.2
2025-05-01,corn_gulf,3,216.0
2025-05-02,coal_newcastle,1,112.7
2025-05-02,wheat_gulf,3,270.9
2025-05-02,corn_gulf,3,216.5
2025-05-05,coal_newcastle,1,108.9
2025-05-05,wheat_gulf,3,278.4
2025-05-05,corn_gulf,3,215.4
2025-05-06,coal_newcastle,1,109.5
2025-05-06,wheat_gulf,3,277.5
2025-05-06,corn_gulf,3,220.0
2025-05-07,coal_newcastle,1,112.0
2025-05-07,wheat_gulf,3,275.5
2025-05-07,corn_gulf,3,217.9
2025-05-08,coal_newcastle,1,114.5
2025-05-08,wheat_gulf,3,277.6
2025-05-08,corn_gulf,3,218.4
2025-05-09,coal_newcastle,1,114.7
2025-05-09,wheat_gulf,3,278.1
2025-05-09,corn_gulf,3,216.8
2025-05-12,coal_newcastle,1,119.1
2025-05-12,wheat_gulf,3,261.8
2025-05-12,corn_gulf,3,222.6
2025-05-13,coal_newcastle,1,120.8
2025-05-13,wheat_gulf,3,258.0
2025-05-13,corn_gulf,3,220.3
2025-05-14,coal_newcastle,1,125.6
2025-05-14,wheat_gulf,3,255.0
2025-05-14,corn_gulf,3,223.2
2025-05-15,coal_newcastle,1,123.1
2025-05-15,wheat_gulf,3,252.6
2025-05-15,corn_gulf,3,221.9
2025-05-16,coal_newcastle,1,120.7
2025-05-16,wheat_gulf,3,253.1
2025-05-16,corn_gulf,3,217.6
2025-05-19,coal_newcastle,1,123.8
2025-05-19,wheat_gulf,3,255.5
2025-05-19,corn_gulf,3,215.9
2025-05-20,coal_newcastle,1,122.9
2025-05-20,wheat_gulf,3,251.0
2025-05-20,corn_gulf,3,213.7
2025-05-21,coal_newcastle,1,125.1
2025-05-21,wheat_gulf,3,254.6
2025-05-21,corn_gulf,3,211.8
2025-05-22,coal_newcastle,1,130.2
2025-05-22,wheat_gulf,3,256.9
2025-05-22,corn_gulf,3,215.8
2025-05-23,coal_newcastle,1,128.6
2025-05-23,wheat_gulf,3,252.4
2025-05-23,corn_gulf,3,219.3
2025-05-26,coal_newcastle,1,136.4
2025-05-26,wheat_gulf,3,254.9
2025-05-26,corn_gulf,3,214.9
2025-05-27,coal_newcastle,1,135.9
2025-05-27,wheat_gulf,3,252.0
2025-05-27,corn_gulf,3,217.4
2025-05-28,coal_newcastle,1,138.5
2025-05-28,wheat_gulf,3,248.0
2025-05-28,corn_gulf,3,216.4
2025-05-29,coal_newcastle,1,137.3
2025-05-29,wheat_gulf,3,246.2
2025-05-29,corn_gulf,3,211.3
2025-05-30,coal_newcastle,1,133.6
2025-05-30,wheat_gulf,3,252.9
2025-05-30,corn_gulf,3,210.1
2025-06-02,coal_newcastle,1,131.2
2025-06-02,wheat_gulf,3,253.7
2025-06-02,corn_gulf,3,205.6
2025-06-03,coal_newcastle,1,128.8
2025-06-03,wheat_gulf,3,250.0
2025-06-03,corn_gulf,3,205.4
2025-06-04,coal_newcastle,1,123.6
2025-06-04,wheat_gulf,3,248.9
2025-06-04,corn_gulf,3,210.1
2025-06-05,coal_newcastle,1,119.0
2025-06-05,wheat_gulf,3,246.6
2025-06-05,corn_gulf,3,209.8
2025-06-06,coal_newcastle,1,122.0
2025-06-06,wheat_gulf,3,247.9
2025-06-06,corn_gulf,3,207.7
2025-06-09,coal_newcastle,1,117.3
2025-06-09,wheat_gulf,3,248.6
2025-06-09,corn_gulf,3,202.5
2025-06-10,coal_newcastle,1,119.1
2025-06-10,wheat_gulf,3,250.8
2025-06-10,corn_gulf,3,201.3
2025-06-11,coal_newcastle,1,113.7
2025-06-11,wheat_gulf,3,255.8
2025-06-11,corn_gulf,3,202.5
2025-06-12,coal_newcastle,1,113.0
2025-06-12,wheat_gulf,3,253.2
2025-06-12,corn_gulf,3,205.1
2025-06-13,coal_newcastle,1,113.5
2025-06-13,wheat_gulf,3,251.8
2025-06-13,corn_gulf,3,212.0
2025-06-16,coal_newcastle,1,112.3
2025-06-16,wheat_gulf,3,257.0
2025-06-16,corn_gulf,3,216.7
2025-06-17,coal_newcastle,1,108.7
2025-06-17,wheat_gulf,3,258.8
2025-06-17,corn_gulf,3,214.3
2025-06-18,coal_newcastle,1,105.8
2025-06-18,wheat_gulf,3,259.1
2025-06-18,corn_gulf,3,215.7
2025-06-19,coal_newcastle,1,107.0
2025-06-19,wheat_gulf,3,255.4
2025-06-19,corn_gulf,3,212.0
2025-06-20,coal_newcastle,1,103.3
2025-06-20,wheat_gulf,3,258.9
2025-06-20,corn_gulf,3,214.3
2025-06-23,coal_newcastle,1,98.5
2025-06-23,wheat_gulf,3,258.6
2025-06-23,corn_gulf,3,212.2
2025-06-24,coal_newcastle,1,99.5
2025-06-24,wheat_gulf,3,256.1
2025-06-24,corn_gulf,3,211.7
2025-06-25,coal_newcastle,1,104.0
2025-06-25,wheat_gulf,3,253.5
2025-06-25,corn_gulf,3,215.4
2025-06-26,coal_newcastle,1,105.8
2025-06-26,wheat_gulf,3,255.9
2025-06-26,corn_gulf,3,212.2
2025-06-27,coal_newcastle,1,106.4
2025-06-27,wheat_gulf,3,251.9
2025-06-27,corn_gulf,3,213.8
2025-06-30,coal_newcastle,1,103.7
2025-06-30,wheat_gulf,3,252.1
2025-06-30,corn_gulf,3,219.1
2025-07-01,coal_newcastle,1,102.3
2025-07-01,wheat_gulf,3,251.9
2025-07-01,corn_gulf,3,221.0
2025-07-02,coal_newcastle,1,101.8
2025-07-02,wheat_gulf,3,246.6
2025-07-02,corn_gulf,3,220.1
2025-07-03,coal_newcastle,1,102.7
2025-07-03,wheat_gulf,3,245.9
2025-07-03,corn_gulf,3,220.3
2025-07-04,coal_newcastle,1,100.3
2025-07-04,wheat_gulf,3,246.4
2025-07-04,corn_gulf,3,220.3
2025-07-07,coal_newcastle,1,108.4
2025-07-07,wheat_gulf,3,241.0
2025-07-07,corn_gulf,3,205.5
2025-07-08,coal_newcastle,1,111.3
2025-07-08,wheat_gulf,3,246.1
2025-07-08,corn_gulf,3,204.8
2025-07-09,coal_newcastle,1,110.8
2025-07-09,wheat_gulf,3,247.6
2025-07-09,corn_gulf,3,211.6
2025-07-10,coal_newcastle,1,106.2
2025-07-10,wheat_gulf,3,250.1
2025-07-10,corn_gulf,3,207.1
2025-07-11,coal_newcastle,1,104.6
2025-07-11,wheat_gulf,3,248.1
2025-07-11,corn_gulf,3,212.4
2025-07-14,coal_newcastle,1,96.3
2025-07-14,wheat_gulf,3,246.6
2025-07-14,corn_gulf,3,211.6
2025-07-15,coal_newcastle,1,96.9
2025-07-15,wheat_gulf,3,247.0
2025-07-15,corn_gulf,3,214.3
2025-07-16,coal_newcastle,1,96.2
2025-07-16,wheat_gulf,3,251.4
2025-07-16,corn_gulf,3,213.5
2025-07-17,coal_newcastle,1,97.2
2025-07-17,wheat_gulf,3,257.5
2025-07-17,corn_gulf,3,209.4
2025-07-18,coal_newcastle,1,97.9
2025-07-18,wheat_gulf,3,249.3
2025-07-18,corn_gulf,3,212.3
2025-07-21,coal_newcastle,1,99.0
2025-07-21,wheat_gulf,3,259.8
2025-07-21,corn_gulf,3,213.0
2025-07-22,coal_newcastle,1,101.6
2025-07-22,wheat_gulf,3,259.5
2025-07-22,corn_gulf,3,206.4
2025-07-23,coal_newcastle,1,101.4
2025-07-23,wheat_gulf,3,262.4
2025-07-23,corn_gulf,3,210.7
2025-07-24,coal_newcastle,1,102.9
2025-07-24,wheat_gulf,3,261.1
2025-07-24,corn_gulf,3,210.1
2025-07-25,coal_newcastle,1,102.0
2025-07-25,wheat_gulf,3,245.5
2025-07-25,corn_gulf,3,207.5
2025-07-28,coal_newcastle,1,94.1
2025-07-28,wheat_gulf,3,254.3
2025-07-28,corn_gulf,3,211.8
2025-07-29,coal_newcastle,1,95.4
2025-07-29,wheat_gulf,3,257.2
2025-07-29,corn_gulf,3,209.9
2025-07-30,coal_newcastle,1,97.6
2025-07-30,wheat_gulf,3,255.9
2025-07-30,corn_gulf,3,199.1
2025-07-31,coal_newcastle,1,100.0
2025-07-31,wheat_gulf,3,251.9
2025-07-31,corn_gulf,3,198.3
2025-08-01,coal_newcastle,1,99.0
2025-08-01,wheat_gulf,3,247.8
2025-08-01,corn_gulf,3,196.0
2025-08-04,coal_newcastle,1,99.1
2025-08-04,wheat_gulf,3,235.9
2025-08-04,corn_gulf,3,198.6
2025-08-05,coal_newcastle,1,98.5
2025-08-05,wheat_gulf,3,234.4
2025-08-05,corn_gulf,3,207.8
2025-08-06,coal_newcastle,1,98.9
2025-08-06,wheat_gulf,3,231.5
2025-08-06,corn_gulf,3,209.1
2025-08-07,coal_newcastle,1,96.8
2025-08-07,wheat_gulf,3,234.2
2025-08-07,corn_gulf,3,204.4
2025-08-08,coal_newcastle,1,93.4
2025-08-08,wheat_gulf,3,234.1
2025-08-08,corn_gulf,3,204.0
2025-08-11,coal_newcastle,1,93.2
2025-08-11,wheat_gulf,3,230.9
2025-08-11,corn_gulf,3,205.4
2025-08-12,coal_newcastle,1,91.3
2025-08-12,wheat_gulf,3,223.8
2025-08-12,corn_gulf,3,200.6
2025-08-13,coal_newcastle,1,93.2
2025-08-13,wheat_gulf,3,222.1
2025-08-13,corn_gulf,3,207.8
2025-08-14,coal_newcastle,1,89.5
2025-08-14,wheat_gulf,3,217.4
2025-08-14,corn_gulf,3,211.2
2025-08-15,coal_newcastle,1,87.2
2025-08-15,wheat_gulf,3,221.7
2025-08-15,corn_gulf,3,218.3
2025-08-18,coal_newcastle,1,84.3
2025-08-18,wheat_gulf,3,220.8
2025-08-18,corn_gulf,3,220.8
2025-08-19,coal_newcastle,1,81.5
2025-08-19,wheat_gulf,3,216.4
2025-08-19,corn_gulf,3,221.1
2025-08-20,coal_newcastle,1,82.4
2025-08-20,wheat_gulf,3,213.8
2025-08-20,corn_gulf,3,218.2
2025-08-21,coal_newcastle,1,80.1
2025-08-21,wheat_gulf,3,211.4
2025-08-21,corn_gulf,3,222.6
2025-08-22,coal_newcastle,1,83.3
2025-08-22,wheat_gulf,3,212.6
2025-08-22,corn_gulf,3,224.8
2025-08-25,coal_newcastle,1,81.7
2025-08-25,wheat_gulf,3,217.5
2025-08-25,corn_gulf,3,230.6
2025-08-26,coal_newcastle,1,80.4
2025-08-26,wheat_gulf,3,213.5
2025-08-26,corn_gulf,3,226.9
2025-08-27,coal_newcastle,1,79.1
2025-08-27,wheat_gulf,3,212.7
2025-08-27,corn_gulf,3,224.7
2025-08-28,coal_newcastle,1,82.3
2025-08-28,wheat_gulf,3,214.8
2025-08-28,corn_gulf,3,227.5
2025-08-29,coal_newcastle,1,84.4
2025-08-29,wheat_gulf,3,216.4
2025-08-29,corn_gulf,3,228.1
2025-09-01,coal_newcastle,1,82.8
2025-09-01,wheat_gulf,3,212.9
2025-09-01,corn_gulf,3,219.4
2025-09-02,coal_newcastle,1,85.8
2025-09-02,wheat_gulf,3,212.1
2025-09-02,corn_gulf,3,220.8
2025-09-03,coal_newcastle,1,82.5
2025-09-03,wheat_gulf,3,208.5
2025-09-03,corn_gulf,3,220.5
2025-09-04,coal_newcastle,1,83.8
2025-09-04,wheat_gulf,3,207.3
2025-09-04,corn_gulf,3,218.2
2025-09-05,coal_newcastle,1,84.1
2025-09-05,wheat_gulf,3,211.0
2025-09-05,corn_gulf,3,224.1
2025-09-08,coal_newcastle,1,80.9
2025-09-08,wheat_gulf,3,213.2
2025-09-08,corn_gulf,3,233.8
2025-09-09,coal_newcastle,1,82.9
2025-09-09,wheat_gulf,3,216.3
2025-09-09,corn_gulf,3,230.8
2025-09-10,coal_newcastle,1,79.7
2025-09-10,wheat_gulf,3,218.9
2025-09-10,corn_gulf,3,226.3
2025-09-11,coal_newcastle,1,77.8
2025-09-11,wheat_gulf,3,209.6
2025-09-11,corn_gulf,3,222.0
2025-09-12,coal_newcastle,1,77.7
2025-09-12,wheat_gulf,3,207.4
2025-09-12,corn_gulf,3,222.9
2025-09-15,coal_newcastle,1,74.8
2025-09-15,wheat_gulf,3,212.4
2025-09-15,corn_gulf,3,222.6
2025-09-16,coal_newcastle,1,73.8
2025-09-16,wheat_gulf,3,220.5
2025-09-16,corn_gulf,3,216.4
2025-09-17,coal_newcastle,1,75.7
2025-09-17,wheat_gulf,3,214.6
2025-09-17,corn_gulf,3,217.1
2025-09-18,coal_newcastle,1,74.1
2025-09-18,wheat_gulf,3,216.1
2025-09-18,corn_gulf,3,222.5
2025-09-19,coal_newcastle,1,77.3
2025-09-19,wheat_gulf,3,217.3
2025-09-19,corn_gulf,3,221.3
2025-09-22,coal_newcastle,1,81.0
2025-09-22,wheat_gulf,3,213.3
2025-09-22,corn_gulf,3,214.6
2025-09-23,coal_newcastle,1,81.5
2025-09-23,wheat_gulf,3,213.8
2025-09-23,corn_gulf,3,213.8
2025-09-24,coal_newcastle,1,81.5
2025-09-24,wheat_gulf,3,211.6
2025-09-24,corn_gulf,3,219.6
2025-09-25,coal_newcastle,1,81.0
2025-09-25,wheat_gulf,3,211.0
2025-09-25,corn_gulf,3,221.2
2025-09-26,coal_newcastle,1,80.4
2025-09-26,wheat_gulf,3,212.1
2025-09-26,corn_gulf,3,224.1
2025-09-29,coal_newcastle,1,80.7
2025-09-29,wheat_gulf,3,212.0
2025-09-29,corn_gulf,3,217.4
2025-09-30,coal_newcastle,1,82.4
2025-09-30,wheat_gulf,3,214.5
2025-09-30,corn_gulf,3,222.7
2025-10-01,coal_newcastle,1,83.1
2025-10-01,wheat_gulf,3,215.4
2025-10-01,corn_gulf,3,221.9
2025-10-02,coal_newcastle,1,83.4
2025-10-02,wheat_gulf,3,219.7
2025-10-02,corn_gulf,3,226.8
2025-10-03,coal_newcastle,1,85.2
2025-10-03,wheat_gulf,3,227.8
2025-10-03,corn_gulf,3,226.0
2025-10-06,coal_newcastle,1,78.1
2025-10-06,wheat_gulf,3,223.0
2025-10-06,corn_gulf,3,224.3
2025-10-07,coal_newcastle,1,80.7
2025-10-07,wheat_gulf,3,218.4
2025-10-07,corn_gulf,3,222.5
2025-10-08,coal_newcastle,1,75.5
2025-10-08,wheat_gulf,3,219.1
2025-10-08,corn_gulf,3,220.5
2025-10-09,coal_newcastle,1,75.7
2025-10-09,wheat_gulf,3,221.9
2025-10-09,corn_gulf,3,223.7
2025-10-10,coal_newcastle,1,73.3
2025-10-10,wheat_gulf,3,225.4
2025-10-10,corn_gulf,3,212.5
2025-10-13,coal_newcastle,1,80.6
2025-10-13,wheat_gulf,3,220.7
2025-10-13,corn_gulf,3,208.6
2025-10-14,coal_newcastle,1,83.9
2025-10-14,wheat_gulf,3,219.2
2025-10-14,corn_gulf,3,210.4
2025-10-15,coal_newcastle,1,84.9
2025-10-15,wheat_gulf,3,216.8
2025-10-15,corn_gulf,3,204.8
2025-10-16,coal_newcastle,1,84.1
2025-10-16,wheat_gulf,3,219.6
2025-10-16,corn_gulf,3,208.9
2025-10-17,coal_newcastle,1,83.2
2025-10-17,wheat_gulf,3,214.6
2025-10-17,corn_gulf,3,201.8
2025-10-20,coal_newcastle,1,78.5
2025-10-20,wheat_gulf,3,202.5
2025-10-20,corn_gulf,3,198.5
2025-10-21,coal_newcastle,1,84.2
2025-10-21,wheat_gulf,3,207.6
2025-10-21,corn_gulf,3,197.8
2025-10-22,coal_newcastle,1,86.6
2025-10-22,wheat_gulf,3,203.2
2025-10-22,corn_gulf,3,195.6
2025-10-23,coal_newcastle,1,88.0
2025-10-23,wheat_gulf,3,205.9
2025-10-23,corn_gulf,3,198.5
2025-10-24,coal_newcastle,1,94.8
2025-10-24,wheat_gulf,3,205.5
2025-10-24,corn_gulf,3,198.7
2025-10-27,coal_newcastle,1,92.9
2025-10-27,wheat_gulf,3,200.4
2025-10-27,corn_gulf,3,201.5
2025-10-28,coal_newcastle,1,91.8
2025-10-28,wheat_gulf,3,203.4
2025-10-28,corn_gulf,3,202.9
2025-10-29,coal_newcastle,1,94.2
2025-10-29,wheat_gulf,3,205.1
2025-10-29,corn_gulf,3,206.9
2025-10-30,coal_newcastle,1,92.7
2025-10-30,wheat_gulf,3,209.7
2025-10-30,corn_gulf,3,210.2
2025-10-31,coal_newcastle,1,95.0
2025-10-31,wheat_gulf,3,200.6
2025-10-31,corn_gulf,3,210.1
2025-11-03,coal_newcastle,1,100.8
2025-11-03,wheat_gulf,3,178.5
2025-11-03,corn_gulf,3,211.1
2025-11-04,coal_newcastle,1,102.0
2025-11-04,wheat_gulf,3,175.1
2025-11-04,corn_gulf,3,207.7
2025-11-05,coal_newcastle,1,97.0
2025-11-05,wheat_gulf,3,171.9
2025-11-05,corn_gulf,3,210.5
2025-11-06,coal_newcastle,1,102.0
2025-11-06,wheat_gulf,3,172.4
2025-11-06,corn_gulf,3,210.4
2025-11-07,coal_newcastle,1,106.4
2025-11-07,wheat_gulf,3,180.9
2025-11-07,corn_gulf,3,213.5
2025-11-10,coal_newcastle,1,97.5
2025-11-10,wheat_gulf,3,177.5
2025-11-10,corn_gulf,3,219.8
2025-11-11,coal_newcastle,1,99.1
2025-11-11,wheat_gulf,3,177.2
2025-11-11,corn_gulf,3,218.5
2025-11-12,coal_newcastle,1,100.9
2025-11-12,wheat_gulf,3,179.9
2025-11-12,corn_gulf,3,219.3
2025-11-13,coal_newcastle,1,101.5
2025-11-13,wheat_gulf,3,183.1
2025-11-13,corn_gulf,3,215.9
2025-11-14,coal_newcastle,1,102.1
2025-11-14,wheat_gulf,3,188.0
2025-11-14,corn_gulf,3,212.7
2025-11-17,coal_newcastle,1,104.1
2025-11-17,wheat_gulf,3,194.9
2025-11-17,corn_gulf,3,211.9
2025-11-18,coal_newcastle,1,109.3
2025-11-18,wheat_gulf,3,198.6
2025-11-18,corn_gulf,3,209.3
2025-11-19,coal_newcastle,1,110.4
2025-11-19,wheat_gulf,3,196.9
2025-11-19,corn_gulf,3,208.9
2025-11-20,coal_newcastle,1,107.0
2025-11-20,wheat_gulf,3,204.9
2025-11-20,corn_gulf,3,210.3
2025-11-21,coal_newcastle,1,106.6
2025-11-21,wheat_gulf,3,204.5
2025-11-21,corn_gulf,3,214.2
2025-11-24,coal_newcastle,1,112.3
2025-11-24,wheat_gulf,3,209.6
2025-11-24,corn_gulf,3,219.1
2025-11-25,coal_newcastle,1,115.2
2025-11-25,wheat_gulf,3,206.0
2025-11-25,corn_gulf,3,218.6
2025-11-26,coal_newcastle,1,113.1
2025-11-26,wheat_gulf,3,204.7
2025-11-26,corn_gulf,3,212.7
2025-11-27,coal_newcastle,1,112.9
2025-11-27,wheat_gulf,3,207.6
2025-11-27,corn_gulf,3,210.5
2025-11-28,coal_newcastle,1,114.2
2025-11-28,wheat_gulf,3,211.8
2025-11-28,corn_gulf,3,211.5
2025-12-01,coal_newcastle,1,108.8
2025-12-01,wheat_gulf,3,217.7
2025-12-01,corn_gulf,3,213.1
2025-12-02,coal_newcastle,1,108.9
2025-12-02,wheat_gulf,3,225.0
2025-12-02,corn_gulf,3,212.6
2025-12-03,coal_newcastle,1,110.1
2025-12-03,wheat_gulf,3,234.0
2025-12-03,corn_gulf,3,214.5
2025-12-04,coal_newcastle,1,110.4
2025-12-04,wheat_gulf,3,229.9
2025-12-04,corn_gulf,3,212.4
2025-12-05,coal_newcastle,1,110.9
2025-12-05,wheat_gulf,3,230.7
2025-12-05,corn_gulf,3,212.9
2025-12-08,coal_newcastle,1,109.5
2025-12-08,wheat_gulf,3,223.3
2025-12-08,corn_gulf,3,211.5
2025-12-09,coal_newcastle,1,109.3
2025-12-09,wheat_gulf,3,225.0
2025-12-09,corn_gulf,3,206.6
2025-12-10,coal_newcastle,1,107.8
2025-12-10,wheat_gulf,3,225.5
2025-12-10,corn_gulf,3,206.5
2025-12-11,coal_newcastle,1,110.8
2025-12-11,wheat_gulf,3,219.0
2025-12-11,corn_gulf,3,206.7
2025-12-12,coal_newcastle,1,112.9
2025-12-12,wheat_gulf,3,215.7
2025-12-12,corn_gulf,3,208.5
2025-12-15,coal_newcastle,1,117.1
2025-12-15,wheat_gulf,3,218.9
2025-12-15,corn_gulf,3,202.3
2025-12-16,coal_newcastle,1,114.7
2025-12-16,wheat_gulf,3,220.7
2025-12-16,corn_gulf,3,195.7
2025-12-17,coal_newcastle,1,116.6
2025-12-17,wheat_gulf,3,220.2
2025-12-17,corn_gulf,3,200.9
2025-12-18,coal_newcastle,1,113.9
2025-12-18,wheat_gulf,3,221.2
2025-12-18,corn_gulf,3,209.5
2025-12-19,coal_newcastle,1,116.5
2025-12-19,wheat_gulf,3,224.3
2025-12-19,corn_gulf,3,208.3
2025-12-22,coal_newcastle,1,112.8
2025-12-22,wheat_gulf,3,218.7
2025-12-22,corn_gulf,3,220.9
2025-12-23,coal_newcastle,1,113.1
2025-12-23,wheat_gulf,3,224.5
2025-12-23,corn_gulf,3,218.4
2025-12-24,coal_newcastle,1,112.2
2025-12-24,wheat_gulf,3,223.8
2025-12-24,corn_gulf,3,221.9
2025-12-25,coal_newcastle,1,110.9
2025-12-25,wheat_gulf,3,229.8
2025-12-25,corn_gulf,3,226.3
2025-12-26,coal_newcastle,1,111.0
2025-12-26,wheat_gulf,3,231.3
2025-12-26,corn_gulf,3,222.2
2025-12-29,coal_newcastle,1,110.9
2025-12-29,wheat_gulf,3,228.3
2025-12-29,corn_gulf,3,212.8
2025-12-30,coal_newcastle,1,108.6
2025-12-30,wheat_gulf,3,222.9
2025-12-30,corn_gulf,3,214.4
2025-12-31,coal_newcastle,1,105.6
2025-12-31,wheat_gulf,3,222.0
2025-12-31,corn_gulf,3,216.8
2026-01-01,coal_newcastle,1,106.8
2026-01-01,wheat_gulf,3,221.7
2026-01-01,corn_gulf,3,212.8
2026-01-02,coal_newcastle,1,105.4
2026-01-02,wheat_gulf,3,223.8
2026-01-02,corn_gulf,3,211.6
2026-01-05,coal_newcastle,1,108.1
2026-01-05,wheat_gulf,3,219.2
2026-01-05,corn_gulf,3,222.8
2026-01-06,coal_newcastle,1,110.4
2026-01-06,wheat_gulf,3,217.9
2026-01-06,corn_gulf,3,216.7
2026-01-07,coal_newcastle,1,112.2
2026-01-07,wheat_gulf,3,217.3
2026-01-07,corn_gulf,3,218.4
2026-01-08,coal_newcastle,1,114.3
2026-01-08,wheat_gulf,3,217.1
2026-01-08,corn_gulf,3,216.2
2026-01-09,coal_newcastle,1,116.8
2026-01-09,wheat_gulf,3,214.4
2026-01-09,corn_gulf,3,218.1
